utt_id,word_errors,ref,hyp
mr_in_test_00011,2,हिंस्त्र मुलांना त्यांना सोडून देण्याच्या किंवा ते पळून जाण्याच्या आधी बऱ्याच प्रमाणात बाल हिंसाचार किंवा मानसिक धक्का यांना सामोरे जाण्याची शक्यता असते., हिंस्र मुलांना त्यांना सोडून देण्याचा किंवा ते पळून जाण्याच्या आधी बऱ्याच प्रमाणात बाल हिंसाचार किंवा मानसिक धक्का यांना सामोरे जाण्याची शक्यता असते.
mr_in_test_00012,6,कॅल्शियम आणि पोटाशियम या सारखी मूलद्रव्ये धातू मानली जातात. अर्थातच चांदी आणि सोने यासारखे सुद्धा धातू आहेत.," कॅल्शियम आणि पोटॅशियम यासारखे मूलद्रव्य धातू मानले जातात, अर्थातच चांदी आणि सोने यासारखे शुद्ध धातू आहेत."
mr_in_test_00013,0,उत्तरेकडे आणखी पुढे लोकसंख्या अतिशय विरळ आहे आणि त्यातील काही भाग निर्जन जंगलाचा भाग आहे., उत्तरेकडे आणखी पुढे लोकसंख्या अतिशय विरळ आहे आणि त्यातील काही भाग निर्जन जंगलाचा भाग आहे.
mr_in_test_00014,5,आपण केवळ शिपबोर्ड सहल वापरुन किनारपट्टीवर जात असल्यास आपल्याला वेगळ्या व्हिजाची (2009 पर्यंत) आवश्यकता नाही.," आपण केवळ शिया बोर्ड सहल वापरून किनारपट्टीवर जात असल्यास, आपल्याला केवळ विजाची 2009 पर्यंत आवश्यकता नाही."
mr_in_test_00015,1,"इतर नामांकनामध्ये उत्कृष्ट चित्रपट, दिग्दर्शक, चित्रांकन, वेशभूषा, संपादन, मूळ संगीत, निर्मिती रचना, ध्वनी संकलन, ध्वनी मिश्रण आणि मूळ पटकथा यांचा समावेश होतो."," इतर नामांकनांमध्ये उत्कृष्ट चित्रपट, दिग्दर्शक, चित्रांकन, वेशभूषा, संपादन, मूळ संगीत, निर्मिती रचना, ध्वनी संकलन, ध्वनी मिश्रण आणि मूळ पटकथा यांचा समावेश होतो."
mr_in_test_00016,2,"क्युमो, ५३, यांनी या वर्षाच्या सुरुवातीला राज्यपाल म्हणून काम सुरू केले आणि गेल्या महिन्यात समलिंगी लग्नाला कायदेशीर करणाऱ्या विधेयकावर स्वाक्षरी केली.", क्यूमो 75 यांनी या वर्षाच्या सुरुवातीला राज्यपाल म्हणून काम सुरू केले आणि गेल्या महिन्यात समलिंगी लग्नाला कायदेशीर करणाऱ्या विधेयकावर स्वाक्षरी केली.
mr_in_test_00017,1,"FAA च्या दाव्यानुसार, नेस्टजेन प्रणालीमुळे विमान कमी अंतराच्या मार्गावर उड्डाण करू शकेल आणि दरवर्षी लाखो गॅलन इंधनाची बचत होईल व कार्बनचे उत्सर्जन कमी होईल."," FAA च्या दाव्यानुसार, नेस्टजेन प्रणालीमध्ये विमान कमी अंतराच्या मार्गावर उड्डाण करू शकेल आणि दरवर्षी लाखो गॅलन इंधनाची बचत होईल व कार्बनचे उत्सर्जन कमी होईल."
mr_in_test_00018,2,"वाघाची डरकाळी एखाद्या सिंहाच्या पूर्ण आवाजातील डरकाळीसारखी नसते, परंतु फेंदारून, ओरडून उच्चारलेल्या शब्दांच्या वाक्यासारखी अधिक असते."," वाघाची डरकाळी एखाद्या सिंहाच्या पूर्ण आवाजातील डरकाळी सारखी नसते, परंतु फेंदारून ओरडून उच्चारलेल्या शब्दांच्या वाक्यासारखी अधिक असते."
mr_in_test_00019,1,व्हिक्टोरिया हार्बरच्या पाण्यामुळे ठळक झालेल्या हाँगकाँगमधील गगनचुंबी इमारतींच्या देखाव्याची तुलना चमचमणाऱ्या बार चार्टबरोबर करण्यात आली आहे., व्हिक्टोरिया हार्बरच्या पाण्यामुळे ठळक झालेल्या हाँगकाँगमधील गगनचुंबी इमारतींच्या देखावाची तुलना चमचमणाऱ्या बार चार्टबरोबर करण्यात आली आहे.
mr_in_test_00020,5,"क्रांती नंतर देखील अनेक व्यवसाय संधी या पुरुष आवेदन कर्त्यांसाठी उपलब्ध होत्या, सर्वात महात्वाकांशी आणि यशस्वी यांना यश प्राप्त करू देण्यासाठी.", क्रांतीनंतर देखील अनेक व्यवसाय संधी या पुरुष आवेदनकर्त्यासाठी उपलब्ध होत्या सर्वात महत्वाकांक्षी आणि यशस्वी यांना यश प्राप्त करू देण्यासाठी.
mr_in_test_00021,0,"""त्याचे कार्य इतक्या मान्यताप्राप्त गुणवत्तेचे आणि तपशीलवार आहे की परोपकारी लोकांपैकी ते खूप कमी लोकांपैकी 1 असे """"घराघरातील नाव"""" आहे. काही जण केवळ एकट्याने त्याचे कार्य संकलित करण्यात प्रवीण आहेत.""", त्याचे कार्य इतक्या मान्यताप्राप्त गुणवत्तेचे आणि तपशीलवार आहे की परोपकारी लोकांपैकी ते खूप कमी लोकांपैकी 1 असे घराघरातील नाव आहे. काही जण केवळ एकट्याने त्याचे कार्य संकलित करण्यात प्रवीण आहेत.
mr_in_test_00022,2,ज्याप्रमाणे चंद्र आणि पृथ्वीमधील गुरुत्वाकर्षणामुळे समुद्राला भरती येते त्याचप्रमाणे आकाशगंगा आणि धनु आकाशगंगा यादरम्यान गुरुत्वाकर्षण असते.," ज्याप्रमाणे चंद्र आणि पृथ्वीमधील गुरुत्वाकर्षणामुळे समुद्राला भरती येते, त्याचप्रमाणे आकाशगंगा आणि धनु आकाशगंगा या दरम्यान गुरुत्वाकर्षण असते."
mr_in_test_00023,1,"इतर नामांकनामध्ये उत्कृष्ट चित्रपट, दिग्दर्शक, चित्रांकन, वेशभूषा, संपादन, मूळ संगीत, निर्मिती रचना, ध्वनी संकलन, ध्वनी मिश्रण आणि मूळ पटकथा यांचा समावेश होतो."," इतर नामांकनांमध्ये उत्कृष्ट चित्रपट, दिग्दर्शक, चित्रांकन, वेशभूषा, संपादन, मूळ संगीत, निर्मिती, रचना, ध्वनी संकलन, ध्वनी मिश्रण आणि मूळ पटकथा यांचा समावेश होतो."
mr_in_test_00024,5,युएसए जिम्नॅस्टिक्सने युनायटेड स्टेट ऑलिम्पिक कमिटीच्या पत्राला पाठिंबा दर्शवला आहे आणि आपल्या सर्व अॅथलेटसाठी सुरक्षित वातावरणाचा प्रचार करण्याची ऑलिम्पिक कुटुंबाची आवश्यकता मान्य केली आहे., यू एस ए जिम्नॅस्टिक्सने युनायटेड स्टेट्स ऑलिम्पिक कमिटीच्या पत्राला पाठिंबा दर्शवला आहे आणि आपल्या सर्व ॲथलीट्ससाठी सुरक्षित वातावरणाचा प्रचार करण्याची ऑलिम्पिक कुटुंबाची आवश्यकता मान्य केली आहे.
mr_in_test_00025,2,अग्नीशामक दलाने अखेरीस रात्री 11:35 पर्यंत आग काबू केली., अग्निशामक दलाने अखेरीस रात्री 11:30-पर्यंत आग काबू केली.
mr_in_test_00026,3,"आज, केवळ ड्रॅगन फ्लाइज आणि मेफ्लाइज हे कीटक त्यांचे पंख दुमडू शकत नाहीत.", आज केवळ ड्रॅगनफ्लाईज आणि मेफ्लाईज हे कीटक त्यांचे पंख दुमडू शकत नाहीत.
mr_in_test_00027,0,व्हर्च्युअल टीम्सकरिता पारंपारिक टीम्सप्रमाणेच उत्कृष्टतेचे मानक ठेवले जातात परंतु त्यात सूक्ष्म फरक असतो.," व्हर्च्युअल टीम्सकरिता पारंपारिक टीम्सप्रमाणेच उत्कृष्टतेचे मानक ठेवले जातात, परंतु त्यात सूक्ष्म फरक असतो."
mr_in_test_00028,2,"1990 मध्ये, वाळवंटतील वाळूच्या धोक्यामुळे, धोक्यातील जागतिक वारसा स्थळांच्या यादीमध्ये याचा समावेश करण्यात आला.", 1990 मध्ये वाळवंटातील वळूच्या धोक्यामुळे धोक्यातील जागतिक वारसा स्थळांच्या यादीमध्ये याचा समावेश करण्यात आला.
mr_in_test_00029,3,"तर, हे असू शकते की हे नोटेशन फक्त एक लेबल म्हणून लावलेलं असावे.", तर हे असू शकते की ही नोटेशन फक्त एक नोबेल लेबल म्हणून लावलेले असावे.
mr_in_test_00030,0,"अपघात झाल्यानंतर, गिब्सन यांना रुग्णालयात दाखल करण्यात आले पण त्यांचा त्यानंतर काही वेळातच मृत्यू झाला."," अपघात झाल्यानंतर गिब्सन यांना रुग्णालयात दाखल करण्यात आले, पण त्यांचा त्यानंतर काही वेळातच मृत्यू झाला."
mr_in_test_00032,2,"याद्वारे ऑरोरा बोरियालिस पाहण्याची एक चांगली संधी आहे, कारण आकाश सतत अधिक किंवा कमी गडद राहील.", याद्वारे अरोरा बोलियालिस पाहण्याची एक चांगली संधी आहे कारण आकाश सतत अधिक किंवा कमी गडद राहील.
mr_in_test_00033,1,"रहदारीचा प्रवाह हा, २ बिंदूंमधील वैयक्तिक चालक आणि वाहनांची हालचाल आणि ते एकमेकांशी साधत असलेले संवाद यांचा अभ्यास आहे.", रहदारीचा प्रवाह हा 2 बिंदूंमधील वैयक्तिक चालक आणि वाहनांची हालचाल आणि ते एकमेकांशी साधत असलेले संवाद यांचा अभ्यास आहे.
mr_in_test_00034,10,"मनोरंजनाच्या वृत्तवाहिनी वेबसाइट TMZ ला कळते की छायाचित्रकाराने सेपूलवेद बूलेव्हर्डच्या दुसऱ्या बाजूला त्याची गाडी थांबवली आणि रस्ता ओलांडून पुढे जाण्याआधी पोलीस थांब्याचे फोटो घेण्याचा प्रयत्न केला, कॅलिफोर्निया हायवेच्या गस्तीवर असणाऱ्या पोलिसाला त्याला ओलांडून मागे परत जाण्याची आज्ञा देण्यासाठी दोनदा रहदारीला थांबवणे भाग पडले.", मनोरंजनाच्या वृत्तवाहिनी वेबसाईट टीएमझेडी ला कळते की छायाचित्रकाराने सेपूल वेद बुलेव्हरच्या दुसऱ्या बाजूला त्यांची गाडी थांबवली आणि रस्ता ओलांडून पुढे जाण्याआधी पोलीस थांब्याचे फोटो घेण्याचा प्रयत्न केला. कॅलिफोर्नियाच्या हायवेच्या गस्तीवर असणाऱ्या पोलिसाला त्यांना ओलांडून मागे परत जाण्याची आज्ञा देण्यासाठी 2 दारदारीला थांबवणे भाग पडले.
mr_in_test_00035,0,"या पुलाखालील ऊर्ध्व मोकळी जागा 15 मीटर्स आहे. याचे बांधकाम ऑगस्ट 2011 मध्ये पूर्ण करण्यात आले, मार्च 2017 पर्यंत तो वाहतुकीस खुला झालेला नव्हता."," या पुलाखालील ऊर्ध्व मोकळी जागा 15 मीटर्स आहे, याचे बांधकाम ऑगस्ट 2011 मध्ये पूर्ण करण्यात आले. मार्च 2017 पर्यंत तो वाहतुकीस खुला झालेला नव्हता."
mr_in_test_00036,2,"त्याला त्यानंतर अ‍ॅडनब्रूक हॉस्पिटल, केंब्रिज इथे पुन्हा हलवण्यात आले.", त्याला त्यानंतर ऑडनब्रूक हॉस्पिटल केंब्रिज येथे पुन्हा हलवण्यात आले.
mr_in_test_00037,1,"""ते पुढे म्हणाले की """"त्यांची विकास अवस्था, जबाबदारी आणि क्षमतांहून अधिक उत्तरदायित्वे घेण्यास, मात्र, त्यांना विचारले जाऊ नये.""""""", ते पुढे म्हणाले की त्यांची विकास अवस्था जबाबदारी आणि क्षमतांहून अधिक उत्तरदायित्व घेण्यास मात्र त्यांना विचारले जाऊ नये.
mr_in_test_00038,3,"""त्यावर """"विची"""" फ्रेंच राज्य करत होते. या फ्रेंच लोकांनी १९४० मध्ये जर्मनीबरोबर शांतता प्रस्थापित केली होती आणि हल्लेखोरांबरोबर युद्ध करण्याऐवजी काम केले होते.""", त्यावर विची फ्रेंच राज्य करत होते. या फ्रेंच लोकांनी 1940 मध्ये जर्मनी बरोबर शांतता प्रस्थापित केली होती आणि हल्लेखोरांबरोबर युद्ध करण्याऐवजी काम केले होते.
mr_in_test_00039,7,"अॅगल (२००६), संस्था या उच्चतम कामगिरी करण्यासाठी कॉंटिअम अॅप्रोच (अखंडतेचा दृष्टीकोन) ची एक पद्धत म्हणून वापर करत असल्यासंबंधी माहिती देते.", ॲगल 2006 संस्था या उच्चतम कामगिरी करण्यासाठी कॉटियम अप्रोच अखंडतेच्या दृष्टिकोनची एक पद्धत म्हणून वापर करत असल्यासंबंधी माहिती देते.
mr_in_test_00040,4,"""सगळ्या गोष्टी विचारात घेता, जर आपल्याला कळले की आपले पूर्वज त्यांचा ''प्रथिनांचा प्रश्न"""" सव्हानातील आजच्या चिंपँझीप्रमाणे सोडवत असत, तर आपल्याला आश्चर्य वाटू नये."""," सगळ्या गोष्टी विचारात घेता, जर आपल्याला कळले की आपले पूर्वज त्यांच्या प्रथिनांचा प्रश्न सवाना-तील आजच्या चिंप्याचीप्रमाणे सोडवत असत, तर आपल्याला आश्चर्य वाटू नये."
mr_in_test_00041,2,विसाव्या शतकातील संशोधनात असे दिसून आले आहे की अनुवांशिक भिन्नतेचे 2 समूह/पुल्स आहेत: छुपे आणि व्यक्त.," 20th शतकातील संशोधनात असे दिसून आले आहे की अनुवांशिक भिन्नतेचे 2 समूह कूल्स आहेत, छुपे आणि व्यक्त."
mr_in_test_00042,3,"अतिशय सहजपणे उपलब्ध होणारे वनस्पतीजन्य स्त्रोत हे पाने आणि शेंगामध्ये असलेली प्रथिने आहेत, परंतु आपल्या सारख्या मानवप्राण्यांसाठी ते जोपर्यंत शिजवले जात नाही तोपर्यंत पचवणे कठीण असते."," अतिशय सहजपणे उपलब्ध होणारे वनस्पतीजन्य स्त्रोत हे पाने आणि शेंगामध्ये असलेली प्रथिने आहेत, परंतु आपल्यासारख्या मानव प्राण्यांसाठी ते जोपर्यंत शिजवले जात नाही तोपर्यंत पचवणे कठीण असते."
mr_in_test_00043,0,शत्रुत्वाच्या उद्रेकानंतर ब्रिटनने लगेचच जर्मनीच्या नौदलाची नाकेबंदी सुरू केली., शत्रुत्वाच्या उद्रेकानंतर ब्रिटनने लगेचच जर्मनीच्या नौदलाची नाकेबंदी सुरू केली.
mr_in_test_00044,0,"मध्यपूर्वेतील उबदार वातावरणामध्ये, घर फार महत्त्वाचे नव्हते.", मध्यपूर्वेतील उबदार वातावरणामध्ये घर फार महत्त्वाचे नव्हते.
mr_in_test_00045,8,"आंतरजिल्हा बस स्थानकातून (नदीच्या पलीकडे) दिवसभर अनेक बसेस बाहेर पडतात, तरी देखील विशेषत: पूर्ण दिशेला आणि जकार/बुम्थांगला जाणाऱ्या बसेस या बहुतांश 06:30 ते 07:30 या दरम्यान निघतात."," आंतरजिल्हा बस स्थानकातून नदीच्या पलीकडे दिवसभर अनेक बसेस बाहेर पडतात, तरीदेखील विशेषतः पूर्ण दिशेला आणि ज्या कार बुमथांगला जाणाऱ्या बसेस या बहुतांश 6:30 ते 7:30 या दरम्यान निघतात."
mr_in_test_00047,0,"जर हिवाळ्यात उत्तर बाल्टिक ओलांडत असाल, तर केबिनचे स्थान तपासा, कारण बर्फातून प्रवास करताना जे अत्यंत प्रभावित आहेत त्यांच्यासाठी भयानक गोंधळ करू शकते.", जर हिवाळ्यात उत्तर बाल्टिक ओलांडत असाल तर केबिनचे स्थान तपासा कारण बर्फातून प्रवास करताना जे अत्यंत प्रभावित आहेत त्यांच्यासाठी भयानक गोंधळ करू शकते.
mr_in_test_00048,0,"रुग्णालयाने, संसर्गाची शक्यता टाळण्यासाठी रुग्णांना इतरांपासून वेगळे करण्याच्या नियमासह संसर्ग नियंत्रणाचे नियम पाळले.", रुग्णालयाने संसर्गाची शक्यता टाळण्यासाठी रुग्णांना इतरांपासून वेगळे करण्याच्या नियमासह संसर्ग नियंत्रणाचे नियम पाळले.
mr_in_test_00049,1,"ओलसर दमट कपड्यांना इस्त्री केल्याने ते कोरडे होण्यास मदत होते. अनेक हॉटेल्समध्ये इस्त्री आणि इस्त्रीचे बोर्ड भाड्याने उपलब्ध असतात, खोलीत 1 व्यक्ती नसतानाही ते उपलब्ध असतात.", ओलसर दमट कपड्यांना इस्त्री केल्याने ते कोरडे होण्यास मदत होते. अनेक कॉटेजमधील इस्त्री आणि इस्त्रीचे बोर्ड भाड्याने उपलब्ध असतात. खोलीत 1 व्यक्ती नसतानाही ते उपलब्ध असतात.
mr_in_test_00050,4,"काल सकाळी गाझियनटेप, टर्की येथे पोलीस मुख्यालयामध्ये झालेल्या कार बॉम्बस्फोटात २ पोलीस अधिकारी मारले गेले आणि इतर वीस लोक जखमी झाले.", काल सकाळी गाझियन टेप टर्की येथे पोलीस मुख्यालयामध्ये झालेल्या कार बॉम्बस्फोटात 2 पोलीस अधिकारी मारले गेले आणि इतर 20 लोक जखमी झाले.
mr_in_test_00051,0,"यामुळे आपल्याला रेल्वे, कार आणि इतर अनेक वाहतुकीची साधने प्राप्त झाली."," यामुळे आपल्याला रेल्वे, कार आणि इतर अनेक वाहतुकीची साधने प्राप्त झाली."
mr_in_test_00052,0,"परिणामी, अडथळा दूर करण्याकरिता एकत्र काम करण्याची संस्थेची प्रक्रिया ग्राहकाची गरज भागविण्यासाठी नवीन अभिनव प्रक्रिया होऊ शकते.", परिणामी अडथळा दूर करण्याकरिता एकत्र काम करण्याची संस्थेची प्रक्रिया ग्राहकाची गरज भागविण्यासाठी नवीन अभिनव प्रक्रिया होऊ शकते.
mr_in_test_00053,4,सिंट्राचे रोमँटिक आणि मोहक शहर हे उत्तरेकडे व सहज पोहोचता येऊ शकणारे आहे तसेच लॉर्ड बायरनने रेकॉर्ड केलेल्या त्याच्या वैभवाच्या भव्यतेच्या वर्णनानंतर हे परदेशी लोकांमध्ये देखील प्रसिद्ध झाले आहे.," सिंट्राचे रोमॅंटिक आणि मोहक शहर हे उत्तरेकडे व सहज पोहोचता येई शकणारे आहे, तसेच लॉर्ड बायरनने रेकॉर्ड केलेल्या त्यांच्या वैभवच्या भव्यतेच्या वर्णनानंतर हे परदेशी लोकांमध्ये देखील प्रसिद्ध झाले आहे."
mr_in_test_00054,8,"""लेटन यांनी पंतप्रधान यांच्यासोबत सभेमध्ये पुराणमतवादी यांच्या पर्यावरण कायद्यामध्ये अनेक बदल सुचवले आहेत, पुराणमतवादी पक्षाचा पर्यावरण कायदा प्रारूप याचे """" तपशीलवार आणि पूर्णत: पुनर्लेखन"""" व्हावे अशी मागणी केली आहे. """," लेटन यांनी पंतप्रधान यांच्यासोबत सभेमध्ये पर्यावरण कायद्यामध्ये अनेक बदल सुचवले आहेत, पर्यावरणवादी पक्षांच्या पर्यावरण कायदा पारू यांचे तपशीलावर आणि पूर्ण पुनर्लेखन व्हावे अशी मागणी केली आहे."
mr_in_test_00055,4,"या नाकेबंदीने गेल्या दोन शतकांमधील अनेक आंतरराष्ट्रीय करारांनी संहिताबद्ध केलेल्या, साधारणपणे स्वीकारल्या जाणाऱ्या आंतरराष्ट्रीय कायद्यांचे उल्लंघन केले असले तरी, ही रणनीती महत्त्वपूर्ण सैन्य आणि नागरी पुरवठा कमी करून प्रभावी ठरली.", या नाकेबंदीने गेल्या 2 दशकातील अनेक आंतरराष्ट्रीय करारांनी संहिताबद्ध केलेल्या साधारणपणे स्वीकारल्या जाणाऱ्या आंतरराष्ट्रीय कायद्याचे उल्लंघन केले असले तरी ही रणनीती महत्त्वपूर्ण सैन्य आणि नागरी पुरवठा कमी करून प्रभावी ठरते.
mr_in_test_00056,2,वरचा कठीण थर पातळ असल्यामुळे जवळच्या भागात आणखी मारिया असू शकतात. लाव्हारसासाठी पृष्ठभागापर्यंत उसळणे सोपे होते., वरचा कठीण थर पातळ असल्यामुळे जवळच्या भागात आणखी मारिया असू शकतात. लावा रसासाठी पृष्ठभागापर्यंत उसळणे सोपे होते.
mr_in_test_00057,0,"दुसऱ्या बाजूला, बर्फ आणि हिम असण्याची परिस्थिती अनेक देशांमध्ये सामान्य आहे आणि वर्षभर कोणत्याही अडथळ्याशिवाय रहदारी सुरू असते.", दुसऱ्या बाजूला बर्फ आणि हिम असण्याची परिस्थिती अनेक देशांमध्ये सामान्य आहे आणि वर्षभर कोणत्याही अडथळ्याशिवाय रहदारी सुरू असते.
mr_in_test_00058,1,"""तो त्याच्या 20 व्या दशकात वयस्कर होता. एका निवेदनात, बायबर म्हणाले की, """"मी या दुर्दैवी दुर्घटनेत हजर नव्हतो किंवा थेट सामील नसलो तरी माझे विचार आणि प्रार्थना पीडित कुटुंबासमवेत आहेत."""""""," तो त्याच्या 20 व्या दशकात वयस्कर होता. एका निवेदनात बायबर म्हणाले की, मी या दुर्दैवी दुर्घटनेत हजर नव्हतो किंवा थेट सामील नसलो तरी माझे विचार आणि प्रार्थना पीडित कुटुंबांसह आहेत."
mr_in_test_00059,0,"अपघात झाल्यानंतर, गिब्सन यांना रुग्णालयात दाखल करण्यात आले पण त्यांचा त्यानंतर काही वेळातच मृत्यू झाला."," अपघात झाल्यानंतर गिब्सन यांना रुग्णालयात दाखल करण्यात आले, पण त्यांचा त्यानंतर काही वेळातच मृत्यू झाला."
mr_in_test_00060,4,"युरोपिय इतिहासाच्या या कालावधीत, कॅथॉलिक चर्च, जे समृद्ध आणि शक्तिशाली बनले होते, त्याची छाननी सुरु झाली.", युरोपीय इतिहासाच्या या कालावधीत ॲथॅलिक चर्च जे समृद्ध आणि शक्तिशाली बनले होते त्यांची छाननी सुरू झाली.
mr_in_test_00061,4,"डेल पोत्रोला दुसऱ्या सेटमध्ये सुरुवातीचा फायदा होता, पण ६-६ वर पोहोचल्यावर एका टाय ब्रेकची आवश्यकता होती.", डेल पोत्रेला दुसऱ्या सेटमध्ये सुरुवातीचा फायदा होता पण 6-6 वर पोहोचल्यावर एक टाय ब्रेकची आवश्यकता होती.
mr_in_test_00062,4,"""सहसा हे केवळ चुकीचे स्टिरिओटाइप असते, तरीही पॅरिसमध्ये राहण्याचा उत्तम मार्ग म्हणजे तुम्ही सर्वोत्कृष्ट वर्तणूक करणे आणि """"बेन एलेव्ह"""" (चांगले संगोपन झालेले) अशा एखाद्या व्यक्तीसारखे वागण्याचा अभिनय करणे. हे एखादी गोष्ट मिळविणे सोपे करेल."""," सहसा हे केवळ चुकीचे स्टीरियोटाईप असते, तरीही पॅरिसमध्ये राहण्याचा उत्तम मार्ग म्हणजे तुम्ही सर्वोत्कृष्ट वर्तणूक करणे आहे. बेन एल्हेव, चांगले संगोपन झालेले अशा एखाद्या व्यक्तीसारखे वागण्याचा अभिनय करणे हे एखादी गोष्ट मिळवणे सोपे करेल."
mr_in_test_00063,5,"वर्णपटाच्या दुसऱ्या बाजूस, एकजण न ओळखता येईल अशा व्यक्तीमध्ये परिवर्तीत होतो ज्याला वाटते, कि त्याने किंवा तिने संघ जे करीत आला आहे ते सगळे बदलून टाकावे आणि ते त्यांचे स्वत:चे बनवावे.", वर्णपटाच्या दुसऱ्या बाजूस एकजण न ओळखता येईल अशा व्यक्तीमध्ये परिवर्तित होतो ज्याला वाटते की त्याने किंवा तिने संघ जे करीत आला आहे ते सगळे बदलून टाकावे आणि ते त्यांचे स्वतःचे बनावावे.
